DIRECTORIO,NRO_ENCUESTA,HOGAR_NUMERO,PERSONA_NUMERO,P606,P203,P2057,P2059,P2061,P2063,P2063S3,P2065,P2065S3,P3038,P3039
107236,252,1,1,1,1,2,2,2,1,,1,,1,2
107236,252,1,2,3,2,2,2,2,1,,1,,2,1
107237,252,1,1,1,99,2,2,2,2,,2,,2,1
107237,252,1,2,6,2,1,,2,2,,2,,1,2
107238,252,1,1,1,1,2,2,2,1,,1,,2,1
107238,252,1,2,1,1,2,2,2,2,,1,,1,2
107239,252,1,1,1,2,2,1,2,2,,1,,1,2
107240,252,1,1,1,1,2,2,2,1,,1,,2,1
107240,252,1,2,1,1,2,2,2,1,,1,,1,2
107241,252,1,1,5,1,2,2,2,1,,1,,2,1
107241,252,1,2,4,2,1,,2,1,,1,,1,2
107242,252,1,1,4,1,1,,2,1,,1,,1,2
107242,252,1,2,1,1,2,2,2,1,,1,,2,1
107243,252,1,1,1,1,2,2,2,1,,1,,2,1
107243,252,1,2,4,2,2,2,2,1,,1,,1,2
107243,252,1,3,1,1,2,2,2,1,,1,,2,1
107244,252,1,1,1,1,2,2,2,1,,1,,2,1
107244,252,1,2,4,2,2,2,2,1,,1,,1,2
107244,252,1,3,1,1,2,2,2,1,,1,,1,2
107245,252,1,1,1,1,1,,2,2,,1,,2,1
107246,252,1,1,1,1,1,,2,1,,1,,2,1
107246,252,1,2,1,1,1,,2,1,,1,,1,2
107247,252,1,1,1,99,2,2,2,1,,1,,1,2
107248,252,1,1,1,1,2,2,2,1,,1,,2,1
107248,252,1,2,1,1,2,2,2,1,,1,,1,2
107249,252,1,1,1,1,1,,1,2,,1,,2,1
107250,252,1,1,6,1,1,,1,1,,1,,2,1
107250,252,1,2,4,1,1,,1,1,,1,,1,2
107251,252,1,1,1,99,1,,1,1,,1,,2,1
107251,252,1,2,1,99,1,,1,1,,1,,1,2
107251,252,1,3,3,2,1,,1,1,,1,,1,2
107251,252,1,4,4,2,1,,1,1,,1,,1,2
107251,252,1,5,1,99,1,,1,1,,1,,2,1
107251,252,1,8,1,99,1,,1,1,,1,,2,1
107252,252,1,1,1,1,1,,1,2,,1,,2,1
107252,252,1,2,4,99,1,,1,2,,1,,1,2
107253,252,1,1,1,99,1,,1,1,,1,,2,1
107253,252,1,2,1,2,1,,1,1,,1,,1,2
107254,252,1,1,1,1,1,,1,1,,1,,2,1
107254,252,1,2,1,1,1,,1,1,,1,,1,2
107254,252,1,3,4,2,1,,1,1,,1,,1,2
107254,252,1,4,3,2,1,,1,1,,1,,1,2
107254,252,1,5,1,1,1,,1,1,,1,,2,1
107255,252,1,1,3,2,1,,1,1,,1,,1,2
107257,252,1,1,1,99,1,,1,1,,1,,2,1
107257,252,1,2,4,2,1,,1,2,,2,,1,2
107258,252,1,1,1,99,1,,1,1,,1,,2,1
107258,252,1,2,4,2,1,,1,1,,1,,1,2
107260,252,1,1,1,99,2,2,2,1,,1,,2,1
107260,252,1,2,4,2,1,,1,1,,1,,1,2
107261,252,1,1,4,99,1,,1,1,,1,,1,2
107262,252,1,1,1,99,2,2,1,1,,1,,2,1
107262,252,1,2,4,2,2,2,1,1,,1,,1,2
107263,252,1,1,1,99,1,,1,1,,1,,2,1
107263,252,1,2,1,99,1,,1,1,,1,,1,2
107264,252,1,1,4,2,1,,1,1,,1,,2,1
107264,252,1,2,4,2,1,,1,1,,1,,1,2
107264,252,1,4,1,99,1,,1,1,,1,,1,2
107264,252,1,5,1,99,1,,1,1,,1,,2,1
107264,252,1,7,1,99,1,,1,1,,1,,2,1
107264,252,1,8,1,99,1,,1,1,,1,,2,1
107266,252,1,1,1,99,2,2,99,1,,1,,1,2
107267,252,1,1,1,99,2,2,1,1,,1,,2,1
107267,252,1,2,4,99,2,2,2,1,,1,,1,2
107268,252,1,1,1,1,2,1,1,1,,1,,2,1
107268,252,1,2,4,2,2,1,1,1,,1,,1,2
107268,252,1,3,1,1,2,1,1,1,,1,,2,1
107269,252,1,1,4,99,2,2,2,1,,1,,1,2
107269,252,1,2,1,99,2,2,2,1,,1,,1,2
107269,252,1,3,1,1,2,2,2,1,,1,,2,1
107269,252,1,4,1,99,2,2,2,1,,1,,1,2
107269,252,1,5,3,2,2,2,2,1,,1,,2,1
107270,252,1,1,1,99,2,2,2,1,,1,,2,1
107270,252,1,2,1,99,2,2,2,1,,1,,1,2
107274,252,1,1,4,99,1,,2,1,,1,,1,2
107274,252,1,2,1,99,2,2,2,1,,1,,1,2
107274,252,1,3,2,2,2,2,2,1,,1,,1,2
107275,252,1,1,1,1,2,2,2,1,,1,,1,2
107275,252,1,2,4,2,2,2,2,1,,1,,1,2
107276,252,1,1,1,99,2,2,2,1,,1,,2,1
107276,252,1,2,1,99,2,2,2,1,,1,,1,2
107276,252,1,3,1,99,2,2,2,1,,1,,2,1
107276,252,1,4,3,2,2,2,2,1,,1,,2,1
107276,252,1,5,3,2,2,2,2,1,,1,,1,2
107277,252,1,1,1,1,2,2,2,1,,1,,2,1
107277,252,1,2,4,2,2,2,2,1,,1,,1,2
107278,252,1,1,1,1,2,2,2,1,,1,,1,2
107279,252,1,1,1,1,2,2,2,2,,1,,2,1
107279,252,1,2,4,2,2,2,2,2,,1,,1,2
107280,252,1,1,1,1,2,2,2,1,,1,,2,1
107281,252,1,1,1,1,1,,1,2,,1,,1,2
107283,252,1,1,1,99,1,,2,1,,1,,1,2
107284,252,1,1,1,1,1,,1,2,,1,,2,1
107285,252,1,1,4,99,2,2,2,1,,1,,1,2
107285,252,1,2,3,2,2,2,2,1,,1,,2,1
107285,252,1,3,2,99,2,2,2,1,,1,,1,2
107286,252,1,1,1,1,2,2,2,1,,1,,2,1
107286,252,1,2,5,2,2,2,2,1,,1,,2,2
107287,252,1,1,1,1,2,2,2,1,,1,,2,1
107289,252,1,1,4,1,2,2,2,1,,1,,1,2
107291,252,1,1,1,1,2,2,2,1,,1,,2,1
107291,252,1,2,4,2,2,2,2,1,,1,,1,2
107291,252,1,3,3,2,2,2,2,1,,1,,2,1
107292,252,1,1,1,99,2,1,2,1,,1,,1,2
107293,252,1,1,1,1,2,2,2,1,,1,,2,1
107294,252,1,1,1,99,2,2,2,1,,1,,2,1
107294,252,1,2,4,2,2,2,2,1,,1,,1,2
107295,252,1,1,1,1,1,,1,1,,1,,1,2
107296,252,1,1,1,2,1,,1,1,,1,,1,2
107296,252,1,2,1,2,1,,1,1,,1,,2,1
107296,252,1,3,1,2,1,,1,1,,1,,2,1
107296,252,1,4,1,2,1,,1,1,,1,,1,2
107297,252,1,1,1,1,2,2,2,1,,1,,1,2
107298,252,1,1,1,1,1,,1,1,,1,,2,1
107298,252,1,2,4,2,1,,1,1,,1,,1,2
107298,252,1,3,1,1,1,,1,1,,1,,2,1
107300,252,1,1,4,2,2,1,1,1,,1,,1,2
107301,252,1,1,1,1,1,,1,1,,1,,2,1
107302,252,1,1,4,1,1,,1,1,,1,,1,2
107302,252,1,2,1,2,1,,1,1,,1,,2,1
107302,252,1,3,1,2,1,,1,1,,1,,2,1
107302,252,1,6,4,1,2,2,2,2,,1,,1,2
107302,252,1,7,1,2,1,,1,2,,1,,2,1
107302,252,1,9,1,2,1,,1,1,,1,,2,1
107302,252,1,10,1,2,1,,1,1,,1,,1,2
107303,252,1,1,5,99,1,,1,1,,1,,2,1
107304,252,1,1,1,1,1,,1,1,,1,,2,1
107304,252,1,2,1,99,1,,1,1,,1,,2,1
107305,252,1,1,1,2,1,,1,1,,1,,2,1
107305,252,1,2,1,2,1,,1,1,,1,,1,2
107305,252,1,3,1,2,99,,99,1,,1,,2,1
107305,252,1,4,1,2,99,,99,1,,1,,1,2
107305,252,1,5,4,2,2,2,2,1,,1,,1,2
107305,252,2,1,4,2,1,,1,1,,1,,1,2
107305,252,2,2,1,2,1,,1,1,,1,,2,1
107306,252,1,1,1,1,1,,1,1,,1,,2,1
107310,252,1,1,4,1,1,,1,1,,1,,1,2
107311,252,1,1,1,2,2,2,2,2,,2,,2,1
107311,252,1,2,2,2,1,,1,1,,1,,2,1
107312,252,1,1,1,1,2,2,2,1,,1,,2,2
107312,252,1,2,3,1,2,2,2,1,,1,,1,2
107313,252,1,1,4,2,2,2,1,1,,1,,1,2
107313,252,1,2,4,2,2,1,1,1,,1,,1,2
107314,252,1,1,1,1,2,2,2,1,,1,,2,1
107314,252,1,2,1,1,2,2,2,1,,1,,1,2
107315,252,1,1,1,2,1,,1,1,,1,,2,1
107315,252,1,2,4,2,1,,1,1,,1,,1,2
107316,252,1,1,1,1,2,2,2,1,,1,,1,2
107316,252,1,2,3,2,2,2,2,1,,1,,2,1
107317,252,1,1,1,2,1,,1,1,,1,,1,1
107318,252,1,1,4,2,1,,1,1,,1,,2,1
107318,252,1,2,4,2,1,,1,1,,1,,1,2
107318,252,3,2,1,2,1,,1,1,,1,,1,2
107319,252,1,1,4,99,1,,1,1,,1,,1,2
107321,252,1,1,1,1,1,,2,2,,1,,1,2
107321,252,1,2,1,1,1,,2,2,,1,,1,2
107322,252,1,1,1,1,1,,1,2,,1,,2,1
107322,252,1,2,1,2,1,,1,2,,1,,2,1
107323,252,1,1,4,1,1,,1,1,,1,,1,2
107323,252,1,2,1,1,1,,1,1,,1,,1,2
107323,252,1,3,3,2,1,,1,1,,1,,2,1
107324,252,1,1,1,1,1,,1,1,,1,,2,1
107324,252,1,2,4,99,1,,1,1,,1,,1,2
107324,252,1,3,1,99,1,,1,1,,1,,1,2
107325,252,1,1,1,1,1,,1,1,,1,,2,1
107325,252,1,2,1,1,1,,1,1,,1,,1,2
107325,252,1,3,1,1,1,,1,2,,1,,1,2
107326,252,1,1,1,1,2,2,2,1,,1,,2,1
107326,252,1,2,4,2,2,2,2,1,,1,,1,2
107326,252,1,3,1,1,2,2,2,1,,1,,1,2
107327,252,1,1,4,2,1,,1,2,,2,,2,1
107328,252,1,1,4,1,2,2,2,1,,1,,1,2
107328,252,1,2,4,1,2,2,2,1,,1,,1,2
107329,252,1,1,2,2,1,,1,2,,1,,2,1
107329,252,1,2,4,2,1,,1,1,,1,,1,2
107330,252,1,1,1,1,2,2,2,1,,1,,2,1
107330,252,1,2,1,1,2,2,99,1,,1,,1,2
107330,252,1,4,3,1,2,2,2,1,,1,,1,2
107331,252,1,1,6,1,1,,1,1,,1,,1,2
107332,252,1,1,1,1,1,,1,1,,1,,2,1
107333,252,1,1,1,1,2,2,2,1,,1,,1,2
107336,252,1,1,4,2,1,,1,1,,1,,1,2
107337,252,1,1,1,1,1,,1,1,,1,,2,1
107337,252,1,2,4,2,1,,1,1,,1,,1,2
107337,252,1,3,3,2,1,,1,1,,1,,1,2
107339,252,1,1,1,1,1,,1,1,,1,,2,1
107339,252,1,2,4,1,1,,1,1,,1,,1,2
107340,252,1,1,1,2,1,,1,1,,1,,2,1
107342,252,1,1,1,2,1,,1,1,,1,,2,1
107342,252,1,2,4,99,1,,1,1,,1,,1,2
107342,252,1,3,1,1,1,,1,1,,1,,2,1
107342,252,1,4,1,99,1,,1,1,,1,,2,1
107343,252,1,1,4,2,1,,1,1,,1,,1,2
107343,252,1,2,1,1,1,,1,1,,1,,2,1
107344,252,1,1,4,1,1,,1,1,,1,,1,2
107344,252,1,2,1,1,1,,1,1,,1,,2,1
107345,252,1,1,1,1,1,,1,1,,1,,1,2
107346,252,1,1,1,99,1,,1,1,,1,,2,1
107347,252,1,1,1,1,1,,1,1,,1,,2,1
107347,252,1,2,4,1,1,,1,1,,1,,1,2
107348,252,1,1,4,1,1,,1,1,,1,,2,2
107348,252,1,2,1,2,1,,1,1,,1,,2,1
107348,252,1,3,4,2,1,,1,1,,1,,2,1
107348,252,2,1,4,2,1,,1,1,,1,,2,1
107349,252,1,1,1,1,1,,1,1,,1,,2,1
107349,252,1,2,4,2,1,,1,1,,1,,1,2
107351,252,1,1,1,2,1,,1,1,,1,,2,1
107351,252,1,2,4,2,1,,1,1,,1,,1,2
107352,252,1,1,1,1,1,,1,1,,1,,2,1
107352,252,1,2,4,2,1,,1,1,,1,,1,2
107353,252,1,1,1,1,1,,1,1,,1,,2,1
107354,252,1,1,4,99,1,,1,1,,1,,2,1
107354,252,1,2,4,2,1,,1,1,,1,,1,2
107354,252,1,3,1,2,1,,1,1,,1,,2,1
107354,252,1,4,1,2,1,,99,1,,1,,2,1
107355,252,1,1,1,1,1,,1,1,,1,,2,1
107355,252,1,2,5,1,1,,1,1,,1,,1,2
107356,252,1,1,1,2,1,,2,1,,1,,2,1
107356,252,1,2,4,2,1,,1,1,,1,,1,2
107358,252,1,1,1,2,1,,1,1,,1,,2,1
107358,252,1,2,1,2,1,,1,1,,1,,1,2
107359,252,1,1,4,2,2,2,2,1,,1,,1,2
107359,252,1,2,2,2,2,2,2,1,,1,,2,1
107359,252,1,3,2,2,2,2,2,1,,1,,2,1
107361,252,1,1,4,2,1,,1,1,,1,,1,2
107363,252,1,1,1,1,2,2,2,1,,1,,1,2
107364,252,1,1,1,2,1,,1,1,,1,,2,1
107364,252,1,2,4,2,1,,1,1,,1,,1,2
107365,252,1,1,1,1,1,,1,1,,1,,1,2
107367,252,1,1,1,2,1,,1,1,,1,,2,1
107368,252,1,1,1,1,1,,1,1,,1,,1,2
107368,252,1,2,2,2,1,,2,1,,1,,2,1
107369,252,1,1,1,2,1,,1,1,,1,,2,1
107370,252,1,1,2,2,2,2,2,2,,1,,2,1
107371,252,1,1,1,2,1,,1,1,,1,,1,2
107371,252,1,2,1,2,1,,1,1,,1,,1,2
107371,252,1,3,1,2,1,,1,1,,1,,2,1
107371,252,1,4,1,2,1,,1,1,,1,,2,1
107372,252,1,1,1,1,1,,2,1,,1,,2,1
107372,252,1,2,4,2,2,1,1,1,,1,,1,2
107373,252,1,1,1,2,1,,1,1,,1,,2,1
107373,252,1,2,1,2,1,,1,1,,1,,1,2
107375,252,1,1,1,1,1,,2,1,,1,,2,1
107375,252,1,2,1,1,1,,2,1,,1,,1,2
107375,252,1,3,1,1,1,,2,1,,1,,2,1
107376,252,1,1,1,2,1,,1,1,,1,,2,1
107376,252,1,2,4,2,1,,1,1,,1,,1,2
107376,252,1,3,4,2,1,,1,1,,1,,1,2
107376,252,1,4,1,2,1,,1,1,,1,,2,1
107376,252,1,5,1,2,1,,1,1,,1,,2,1
107377,252,1,1,4,2,2,2,2,1,,1,,1,2
107377,252,1,2,3,2,2,2,2,1,,1,,2,1
107377,252,1,5,5,1,2,2,2,1,,1,,2,1
107377,252,1,6,4,1,2,2,2,1,,1,,1,2
107377,252,1,9,1,1,2,2,2,1,,1,,2,1
107377,252,1,10,4,1,2,2,2,1,,1,,1,2
107378,252,1,1,1,2,1,,1,1,,1,,2,1
107378,252,1,2,4,2,1,,1,1,,1,,1,2
107379,252,1,1,4,2,1,,1,1,,1,,1,1
107380,252,1,1,2,1,1,,1,1,,1,,2,1
107380,252,1,2,2,2,1,,2,1,,1,,1,2
107381,252,1,1,6,2,1,,1,1,,1,,2,1
107381,252,1,2,6,2,1,,1,1,,1,,1,2
107381,252,1,3,1,2,1,,1,1,,1,,1,2
107381,252,2,1,1,2,1,,1,1,,1,,1,2
107382,252,1,1,1,1,1,,1,1,,1,,2,1
107384,252,1,1,4,2,1,,1,1,,1,,1,2
107384,252,1,2,1,2,1,,1,1,,1,,2,1
107385,252,1,1,1,1,1,,1,1,,1,,1,2
107385,252,1,2,2,2,1,,1,1,,1,,2,1
107386,252,1,1,4,2,2,1,1,1,,1,,1,2
107386,252,1,2,5,2,1,,1,1,,1,,2,1
107387,252,1,1,1,1,2,2,2,1,,1,,2,1
107389,252,1,1,1,2,1,,1,1,,1,,2,1
107389,252,1,2,4,2,1,,1,1,,1,,1,2
107390,252,1,1,4,1,1,,2,1,,1,,1,2
107390,252,1,2,5,2,1,,2,1,,1,,2,1
107391,252,1,1,1,2,2,2,1,1,,1,,2,1
107391,252,1,2,1,2,1,,1,1,,1,,1,2
107391,252,1,3,1,2,1,,1,1,,1,,2,1
107391,252,1,4,1,2,1,,1,1,,1,,2,1
107391,252,1,5,4,2,1,,1,1,,1,,1,2
107392,252,1,1,4,2,1,,1,1,,1,,1,2
107392,252,1,2,5,2,2,2,1,1,,1,,2,1
107396,252,1,1,1,1,2,2,2,1,,1,,1,2
107396,252,1,2,3,2,2,2,2,1,,1,,1,2
107397,252,1,1,1,2,1,,1,1,,1,,2,1
107397,252,1,2,4,2,1,,1,1,,1,,1,2
107397,252,1,3,1,2,1,,1,1,,1,,1,2
107397,252,1,4,4,2,1,,1,1,,1,,1,2
107398,252,1,1,1,1,1,,2,1,,1,,1,2
107399,252,1,1,1,1,1,,2,1,,1,,2,1
107399,252,1,2,4,1,1,,2,1,,1,,1,2
107400,252,1,1,1,1,2,2,2,1,,1,,2,1
107400,252,1,2,1,1,2,2,2,1,,1,,1,2
107400,252,1,3,1,1,2,2,2,1,,1,,2,1
107401,252,1,1,4,1,2,2,2,1,,1,,1,2
107402,252,1,1,1,1,1,,1,1,,1,,1,2
107402,252,1,2,3,2,1,,1,1,,1,,1,2
107403,252,1,1,1,1,1,,1,1,,1,,2,1
107404,252,1,1,1,1,2,2,2,1,,1,,1,2
107404,252,1,6,1,1,2,2,2,1,,1,,2,1
107404,252,1,7,4,2,2,2,2,1,,1,,1,2
107405,252,1,1,1,1,1,,1,1,,1,,1,2
107405,252,1,2,1,2,1,,1,1,,1,,2,1
107405,252,1,3,1,2,1,,1,1,,1,,2,1
107406,252,1,1,4,1,2,2,2,1,,1,,1,2
107408,252,1,1,1,1,1,,1,1,,1,,1,2
107409,252,1,1,1,2,1,,1,1,,1,,2,1
107409,252,1,2,1,1,1,,1,1,,1,,1,2
107410,252,1,1,1,1,1,,1,1,,1,,1,2
107411,252,1,1,4,2,1,,1,1,,1,,2,1
107411,252,1,2,4,2,1,,1,1,,1,,1,2
107411,252,1,3,4,2,1,,1,1,,1,,2,1
107412,252,1,1,1,1,1,,1,1,,1,,1,2
107412,252,1,2,1,1,1,,1,1,,1,,2,1
107413,252,1,1,1,1,1,,1,1,,1,,2,1
107413,252,1,2,2,2,1,,1,1,,1,,1,2
107413,252,1,3,3,2,1,,1,1,,1,,1,2
107415,252,1,1,1,2,1,,1,1,,1,,2,1
107416,252,1,1,1,1,1,,2,1,,1,,2,1
107416,252,1,2,4,1,1,,1,1,,1,,1,2
107417,252,1,1,1,2,1,,1,2,,1,,2,1
107417,252,1,2,1,2,1,,1,2,,1,,1,2
107417,252,1,4,1,2,1,,1,2,,1,,2,1
107418,252,1,1,2,1,2,2,2,1,,1,,2,1
107419,252,1,1,1,2,1,,1,1,,1,,1,2
107419,252,1,2,1,2,1,,1,1,,1,,1,2
107419,252,1,3,1,2,1,,1,1,,1,,1,2
107420,252,1,1,5,2,1,,1,1,,1,,1,2
107422,252,1,1,1,1,1,,1,1,,1,,2,1
107422,252,1,2,4,1,1,,1,1,,1,,1,2
107423,252,1,1,4,2,1,,1,1,,1,,1,2
107423,252,1,2,4,2,1,,1,1,,1,,1,2
107423,252,1,5,1,2,1,,1,1,,1,,2,1
107424,252,1,1,1,1,2,2,2,1,,1,,2,1
107424,252,1,2,4,1,2,2,2,1,,1,,1,2
107425,252,1,1,1,2,1,,1,1,,1,,2,1
107425,252,1,2,4,1,1,,1,1,,1,,1,2
107425,252,1,3,5,2,1,,1,1,,1,,2,1
107425,252,1,4,5,2,1,,1,1,,1,,1,2
107426,252,1,1,1,1,2,1,1,1,,1,,2,1
107426,252,1,2,4,2,1,,1,1,,1,,1,2
107426,252,1,3,4,2,1,,1,1,,1,,1,2
107429,252,1,1,4,1,2,2,2,1,,1,,1,2
107430,252,1,1,1,2,1,,1,1,,1,,2,1
107430,252,1,2,1,2,1,,1,1,,1,,1,2
107431,252,1,1,1,1,2,2,2,1,,1,,2,1
107431,252,1,2,4,2,2,2,2,1,,1,,1,2
107432,252,1,1,1,1,1,,1,1,,1,,2,1
107432,252,1,2,4,2,1,,1,1,,1,,1,2
107433,252,1,1,1,2,1,,1,1,,1,,2,1
107433,252,1,2,4,2,1,,1,1,,1,,1,2
107433,252,1,3,1,2,2,1,1,1,,1,,2,1
107434,252,1,1,1,2,1,,1,1,,1,,2,1
107434,252,1,2,4,2,2,1,1,1,,1,,1,2
107435,252,1,1,1,1,1,,1,1,,1,,1,2
107436,252,1,1,4,2,1,,1,1,,1,,2,1
107436,252,1,2,4,2,1,,1,1,,1,,1,2
107437,252,1,1,1,2,1,,1,1,,1,,2,1
107437,252,1,2,4,2,1,,1,1,,1,,1,2
107438,252,1,1,1,1,2,2,2,1,,1,,2,1
107438,252,1,2,4,1,2,2,2,1,,1,,1,2
107439,252,1,1,4,99,2,2,2,1,,1,,1,2
107439,252,1,2,3,99,2,2,2,1,,1,,1,2
107440,252,1,1,1,2,1,,1,1,,1,,2,1
107440,252,1,2,4,2,1,,1,1,,1,,1,2
107441,252,1,1,1,1,2,2,2,1,,1,,2,1
107441,252,1,2,4,2,2,2,2,1,,1,,1,2
107443,252,1,1,1,2,1,,1,1,,1,,2,1
107443,252,1,2,4,1,1,,1,1,,1,,1,2
107444,252,1,1,5,1,1,,1,1,,1,,2,1
107444,252,1,2,4,2,1,,1,1,,1,,1,2
107445,252,1,1,1,2,1,,1,1,,1,,2,1
107445,252,1,2,1,2,1,,1,1,,1,,1,2
107445,252,1,3,4,2,1,,1,1,,1,,1,2
107446,252,1,1,4,1,2,2,2,1,,1,,1,2
107446,252,1,2,1,1,2,2,2,1,,1,,2,1
107447,252,1,1,1,2,1,,1,1,,1,,2,1
107447,252,1,2,1,2,1,,1,1,,1,,1,2
107448,252,1,1,1,1,2,2,2,1,,1,,2,1
107448,252,1,2,4,1,2,2,2,1,,1,,1,2
107449,252,1,1,1,2,1,,1,1,,1,,2,1
107449,252,1,2,1,2,1,,1,1,,1,,1,2
107450,252,1,1,1,99,99,,1,1,,1,,2,1
107450,252,1,2,4,99,99,,99,1,,1,,1,2
107451,252,1,1,1,2,1,,1,1,,1,,2,1
107451,252,1,2,4,99,2,1,1,1,,1,,1,2
107452,252,1,1,1,1,1,,1,1,,1,,2,1
107452,252,1,2,4,1,1,,1,1,,1,,1,2
107452,252,1,3,2,2,1,,1,1,,1,,1,2
107452,252,1,4,2,2,1,,1,1,,1,,2,1
107453,252,1,1,4,2,1,,1,1,,1,,1,2
107454,252,1,1,4,2,1,,1,1,,1,,1,2
107455,252,1,1,1,1,2,2,2,1,,1,,1,2
107456,252,1,1,1,2,1,,1,1,,1,,2,1
107456,252,1,2,4,2,1,,1,2,,1,,1,2
107457,252,1,1,1,1,1,,1,1,,1,,2,1
107458,252,1,1,1,2,1,,1,1,,1,,2,1
107459,252,1,1,1,1,2,2,2,1,,1,,1,2
107460,252,1,1,4,2,1,,1,1,,1,,1,2
107461,252,1,1,1,1,1,,1,1,,1,,2,1
107461,252,1,2,4,1,1,,1,1,,1,,1,2
107462,252,1,1,4,2,1,,1,1,,1,,1,2
107462,252,1,2,1,2,1,,1,1,,1,,2,1
107463,252,1,1,4,1,1,,1,1,,1,,1,2
107463,252,1,2,4,1,1,,1,1,,1,,2,1
107464,252,1,1,1,2,1,,1,1,,1,,2,1
107464,252,1,2,4,2,1,,1,1,,1,,1,2
107465,252,1,1,1,2,1,,1,1,,1,,2,1
107465,252,1,2,4,2,1,,1,1,,1,,1,2
107466,252,1,1,1,2,1,,1,1,,1,,2,1
107466,252,1,2,4,2,1,,1,1,,1,,1,2
107466,252,1,3,4,2,1,,1,1,,1,,1,2
107468,252,1,1,1,1,2,2,2,1,,1,,2,1
107468,252,1,2,1,1,2,2,2,1,,1,,1,2
107469,252,1,1,1,2,1,,2,1,,1,,2,1
107469,252,1,2,4,2,1,,1,1,,1,,1,2
107469,252,1,3,1,2,1,,1,1,,1,,1,2
107469,252,1,7,4,2,1,,1,1,,1,,1,2
107470,252,1,1,1,1,1,,1,1,,1,,1,2
107471,252,1,1,1,1,1,,1,1,,1,,2,1
107471,252,1,2,4,2,1,,1,1,,1,,1,2
107471,252,1,5,4,1,1,,1,1,,1,,1,2
107472,252,1,1,4,2,2,1,1,1,,1,,2,1
107473,252,1,1,1,99,1,,1,1,,1,,2,1
107473,252,1,2,4,1,1,,1,1,,1,,1,2
107473,252,1,3,1,1,1,,1,1,,1,,1,2
107474,252,1,1,1,2,1,,1,1,,1,,2,1
107474,252,1,2,1,2,1,,1,1,,1,,1,2
107475,252,1,1,4,1,1,,1,1,,1,,1,2
107475,252,1,2,5,2,1,,1,1,,1,,2,1
107475,252,1,3,1,1,1,,1,1,,1,,1,2
107475,252,1,4,1,1,1,,1,1,,1,,2,1
107476,252,1,1,1,2,1,,1,1,,1,,2,1
107477,252,1,1,5,1,2,2,2,1,,1,,2,1
107478,252,1,1,1,2,1,,1,1,,1,,2,1
107478,252,1,2,1,2,1,,1,1,,1,,1,2
107478,252,1,3,1,2,1,,1,1,,1,,2,1
107478,252,1,4,4,2,1,,1,1,,1,,1,2
107479,252,1,1,1,1,1,,1,1,,1,,2,1
107479,252,1,2,4,2,99,,99,1,,1,,1,2
107480,252,1,1,4,1,1,,2,1,,1,,1,2
107481,252,1,1,1,99,1,,1,1,,1,,2,1
107481,252,1,2,1,2,1,,1,1,,1,,1,2
107481,252,1,3,1,2,1,,1,1,,1,,2,1
107482,252,1,1,1,1,1,,1,1,,1,,2,1
107482,252,1,2,4,2,1,,1,1,,1,,1,2
107482,252,1,3,4,2,1,,1,1,,1,,1,2
107483,252,1,1,1,2,1,,1,1,,1,,2,1
107483,252,1,2,4,2,1,,1,1,,1,,1,2
107484,252,1,1,1,1,1,,1,1,,1,,2,1
107484,252,1,2,4,2,1,,1,1,,1,,1,2
107485,252,1,1,1,2,1,,1,1,,1,,2,1
107486,252,1,1,4,2,1,,1,1,,1,,1,2
107487,252,1,1,4,2,1,,1,1,,1,,2,1
107487,252,1,2,4,2,1,,1,1,,1,,1,2
107487,252,1,3,4,2,1,,1,1,,1,,1,2
107487,252,1,4,4,2,1,,1,1,,1,,2,1
107487,252,1,5,4,2,1,,1,1,,1,,2,1
107488,252,1,1,1,1,1,,1,1,,1,,1,2
107488,252,1,2,1,1,1,,1,1,,1,,2,1
107489,252,1,1,1,1,1,,1,1,,1,,2,1
107489,252,1,2,4,2,1,,1,1,,1,,1,2
107490,252,1,1,4,2,1,,1,1,,1,,2,1
107492,252,1,1,1,2,1,,1,1,,1,,1,2
107492,252,1,2,1,2,1,,1,1,,1,,2,1
107492,252,1,3,1,2,1,,1,1,,1,,2,1
107492,252,1,4,1,2,1,,1,1,,1,,2,1
107492,252,1,5,1,2,1,,1,1,,1,,1,2
107493,252,1,1,1,1,1,,1,1,,1,,2,1
107493,252,1,2,4,2,1,,1,1,,1,,1,2
107495,252,1,1,1,1,2,2,2,1,,1,,2,1
107495,252,1,2,4,2,1,,1,1,,1,,1,2
107495,252,1,3,1,1,1,,1,1,,1,,2,1
107495,252,1,4,4,2,1,,1,1,,1,,1,2
107496,252,1,1,1,2,1,,1,1,,1,,2,1
107497,252,1,1,4,1,1,,1,1,,1,,1,2
107497,252,1,2,4,2,1,,1,1,,1,,2,1
107498,252,1,1,1,1,1,,1,1,,1,,1,2
107498,252,1,2,2,2,1,,1,1,,1,,2,1
107498,252,1,3,4,2,1,,1,1,,1,,1,2
107498,252,1,4,4,2,1,,1,1,,1,,1,2
107499,252,1,1,2,2,1,,1,1,,1,,2,1
107501,252,1,1,1,1,1,,1,1,,1,,2,1
107501,252,1,2,4,2,1,,1,1,,1,,1,2
107502,252,1,1,1,2,1,,1,1,,1,,2,1
107502,252,1,2,4,2,1,,1,1,,1,,1,2
107502,252,1,6,1,2,1,,1,1,,1,,1,2
107503,252,1,1,1,1,1,,1,1,,1,,2,1
107503,252,1,2,4,2,1,,1,1,,1,,1,2
