DIRECTORIO,NRO_ENCUESTA,HOGAR_NUMERO,PERSONA_NUMERO,P606,P203,P2057,P2059,P2061,P2063,P2063S3,P2065,P2065S3,P3038,P3039
87444,252,1,2,1,1,2,2,2,1,,1,,1,2
87445,252,1,1,1,1,2,2,2,2,,1,,2,1
87445,252,1,2,4,2,2,2,99,2,,1,,1,2
87447,252,1,1,1,1,1,,1,1,,1,,2,1
87447,252,1,2,4,2,2,2,2,1,,1,,1,2
87447,252,1,3,1,1,2,2,2,1,,1,,2,1
87447,252,1,4,1,1,2,2,2,1,,1,,2,1
87448,252,1,1,1,1,2,2,2,1,,1,,2,1
87448,252,1,2,4,2,2,2,2,1,,1,,1,2
87449,252,1,1,1,1,1,,1,1,,1,,2,1
87449,252,1,2,4,2,1,,1,1,,1,,1,2
87450,252,1,1,1,1,2,2,2,1,,1,,1,2
87450,252,1,2,1,1,2,2,2,1,,1,,2,1
87451,252,1,1,4,2,2,2,2,1,,1,,1,2
87451,252,1,2,1,1,2,2,2,1,,1,,1,2
87451,252,1,3,1,1,2,2,2,1,,1,,2,1
87452,252,1,1,4,2,1,,1,1,,1,,1,2
87452,252,1,2,1,1,1,,1,1,,1,,2,1
87453,252,1,1,4,1,1,,2,1,,1,,1,2
87454,252,1,1,1,1,1,,1,1,,1,,1,2
87455,252,1,1,6,1,1,,2,1,,1,,1,2
87456,252,1,1,1,1,1,,1,1,,1,,2,1
87456,252,1,2,4,2,1,,1,1,,1,,1,2
87457,252,1,1,6,1,1,,1,1,,1,,2,1
87457,252,1,2,4,1,1,,1,1,,1,,1,2
87457,252,1,3,4,1,1,,1,1,,1,,2,1
87458,252,1,1,1,1,1,,1,1,,1,,1,2
87458,252,1,2,1,1,1,,1,1,,1,,2,1
87459,252,1,1,1,1,1,,1,1,,1,,2,1
87459,252,1,2,4,2,1,,1,1,,1,,1,2
87460,252,1,1,2,1,1,,1,1,,1,,2,1
87461,252,1,1,1,1,1,,1,1,,1,,1,2
87462,252,1,1,1,1,1,,1,1,,1,,2,1
87462,252,1,2,4,1,1,,1,1,,1,,1,2
87463,252,1,1,1,1,1,,1,1,,1,,2,1
87463,252,1,2,1,1,1,,2,1,,1,,1,2
87465,252,1,1,1,1,1,,1,1,,1,,1,2
87466,252,1,1,1,1,1,,1,1,,1,,2,1
87467,252,1,1,1,1,1,,1,1,,1,,2,1
87467,252,1,2,1,1,1,,1,1,,1,,1,2
87468,252,1,1,1,1,1,,1,1,,1,,1,2
87469,252,1,1,1,1,1,,1,1,,1,,2,1
87469,252,1,2,4,2,1,,1,1,,1,,1,2
87469,252,1,3,1,1,2,2,1,1,,1,,1,2
87469,252,1,4,1,1,2,2,1,1,,1,,2,1
87470,252,1,1,1,1,2,1,1,1,,1,,1,2
87470,252,1,2,4,2,1,,1,1,,1,,1,2
87471,252,1,1,4,1,2,2,2,1,,1,,1,2
87472,252,1,1,4,1,1,,1,2,,2,,1,2
87472,252,1,2,4,2,2,2,2,2,,2,,2,1
87473,252,1,1,1,1,1,,1,1,,1,,2,1
87473,252,1,2,4,99,2,2,2,1,,1,,1,2
87474,252,1,1,4,1,2,2,2,1,,1,,1,2
87474,252,1,2,1,1,2,2,2,1,,1,,2,1
87475,252,1,1,1,1,2,2,2,1,,1,,2,2
87476,252,1,1,4,1,1,,1,1,,1,,1,2
87476,252,1,2,1,1,1,,1,1,,1,,2,1
87476,252,1,3,1,1,1,,1,1,,1,,2,1
87476,252,1,4,4,2,1,,1,1,,1,,1,2
87477,252,1,1,4,1,2,1,1,1,,1,,2,1
87477,252,1,2,4,1,1,,1,1,,1,,1,2
87478,252,1,1,1,1,1,,1,1,,1,,1,2
87478,252,1,2,1,1,2,2,2,1,,1,,1,2
87478,252,1,3,1,1,2,2,2,1,,1,,2,1
87479,252,1,1,1,1,1,,1,1,,1,,1,2
87479,252,1,2,4,2,1,,1,1,,1,,2,1
87479,252,1,3,2,2,2,2,2,1,,1,,1,2
87479,252,1,6,4,1,1,,1,1,,1,,1,2
87480,252,1,1,4,1,1,,1,1,,1,,1,2
87481,252,1,1,1,1,1,,1,1,,1,,2,1
87481,252,1,2,4,2,1,,2,1,,1,,1,2
87482,252,1,1,1,1,2,2,2,1,,1,,2,1
87482,252,1,2,1,1,2,2,2,1,,1,,1,2
87482,252,1,3,1,1,2,2,2,1,,1,,2,1
87482,252,1,4,6,1,2,2,2,1,,1,,1,2
87482,252,1,5,4,1,2,2,2,1,,1,,1,2
87483,252,1,1,1,1,2,2,2,1,,1,,1,2
87484,252,1,1,1,1,2,2,2,1,,1,,2,1
87485,252,1,1,1,1,2,2,2,1,,1,,1,2
87485,252,1,2,3,2,2,2,2,1,,1,,2,1
87486,252,1,1,4,99,2,2,2,2,,2,,1,2
87487,252,1,1,1,2,2,2,2,1,,1,,2,1
87487,252,1,2,4,2,2,2,2,1,,1,,1,2
87488,252,1,1,1,1,2,2,2,2,,2,,2,1
87488,252,1,2,4,2,2,2,2,1,,1,,1,2
87488,252,1,3,1,1,2,2,2,2,,2,,1,2
87489,252,1,1,1,1,2,2,2,1,,1,,2,1
87490,252,1,1,1,1,1,,2,1,,1,,1,2
87490,252,1,2,1,1,2,2,2,1,,1,,2,1
87491,252,1,1,1,1,2,2,2,1,,1,,2,1
87491,252,1,2,4,2,2,2,2,1,,1,,1,2
87492,252,1,1,4,2,2,2,2,1,,1,,1,2
87492,252,1,2,4,2,2,2,2,1,,1,,1,2
87493,252,1,1,1,1,2,2,2,1,,1,,2,1
87493,252,1,2,4,2,2,2,2,1,,1,,1,2
87493,252,1,3,2,1,2,2,2,1,,1,,2,1
87494,252,1,1,6,1,2,2,2,1,,1,,2,1
87494,252,1,2,4,2,2,2,2,1,,1,,1,2
87495,252,1,1,1,2,2,2,2,1,,1,,1,2
87496,252,1,1,1,2,2,1,2,2,,1,,1,2
87496,252,1,2,1,1,2,1,2,2,,1,,2,1
87496,252,1,6,4,2,2,2,2,2,,1,,1,2
87497,252,1,1,1,1,2,2,2,1,,1,,1,2
87497,252,1,2,5,1,2,2,2,1,,1,,2,1
87497,252,1,3,5,1,2,2,2,1,,1,,1,2
87498,252,1,1,1,1,2,2,2,1,,1,,1,2
87499,252,1,1,1,1,2,2,2,1,,1,,2,1
87499,252,1,2,1,1,2,2,2,1,,1,,1,2
87500,252,1,1,1,99,2,2,2,1,,1,,2,1
87500,252,1,2,1,1,2,2,2,1,,1,,1,2
87500,252,1,3,2,2,2,2,2,1,,1,,1,2
87501,252,1,1,1,1,2,2,2,1,,1,,1,2
87501,252,1,3,4,2,2,2,2,1,,1,,1,2
87502,252,1,1,1,1,2,2,2,1,,1,,1,2
87503,252,1,1,1,2,2,2,2,1,,1,,1,2
87503,252,1,2,4,2,2,2,2,1,,1,,1,2
87503,252,1,3,4,2,2,2,2,1,,1,,1,2
87504,252,1,1,6,99,2,2,2,1,,1,,1,2
87504,252,1,2,1,99,2,2,2,1,,1,,2,1
87504,252,1,3,1,99,2,2,2,1,,1,,2,1
87505,252,1,1,1,1,2,2,2,1,,1,,2,1
87505,252,1,2,4,2,2,2,2,1,,1,,1,2
87506,252,1,1,6,99,2,2,2,1,,1,,2,1
87506,252,1,2,4,99,2,2,2,1,,1,,1,2
87507,252,1,1,4,1,1,,1,1,,1,,1,2
87508,252,1,1,1,1,2,2,2,1,,1,,2,1
87508,252,1,2,1,1,2,2,2,1,,1,,1,2
87509,252,1,1,4,2,1,,1,1,,1,,1,2
87509,252,1,2,1,1,2,2,2,1,,1,,1,2
87509,252,1,5,1,1,2,2,2,1,,1,,1,2
87510,252,1,1,4,2,2,2,2,1,,1,,1,2
87510,252,1,2,2,2,2,2,2,1,,1,,2,1
87510,252,1,3,1,1,2,2,2,1,,1,,2,1
87511,252,1,1,4,1,2,2,2,1,,1,,1,2
87512,252,1,1,1,1,2,2,2,1,,1,,2,1
87512,252,1,2,1,1,2,2,2,1,,1,,1,2
87512,252,1,3,1,1,2,2,2,1,,1,,2,1
87513,252,1,1,1,1,2,2,2,3,3,1,,2,1
87513,252,1,2,1,1,2,2,2,3,3,1,,1,2
87514,252,1,1,1,1,2,2,2,1,,1,,1,2
87514,252,1,2,1,1,2,2,2,1,,1,,2,1
87515,252,1,1,4,2,2,2,2,1,,1,,1,2
87515,252,1,2,1,1,2,2,2,1,,1,,2,1
87515,252,1,3,4,99,2,2,2,1,,1,,2,1
87516,252,1,1,1,1,2,2,2,1,,1,,2,1
87516,252,1,2,4,2,2,2,2,1,,1,,1,2
87516,252,1,3,3,2,2,2,2,1,,1,,1,2
87516,252,1,5,4,2,2,2,2,1,,1,,1,2
87517,252,1,1,1,1,2,2,2,1,,1,,1,2
87517,252,1,2,3,2,2,2,2,1,,1,,1,2
87518,252,1,1,1,99,2,2,2,1,,1,,1,2
87518,252,1,2,1,99,2,2,2,1,,1,,1,2
87518,252,1,3,1,99,2,2,2,1,,1,,1,2
87518,252,1,4,1,99,2,2,2,1,,1,,1,2
87519,252,1,1,1,1,2,2,2,1,,1,,2,1
87519,252,1,2,1,1,2,2,2,1,,1,,1,2
87520,252,1,1,2,2,2,2,2,2,,1,,1,2
87521,252,1,1,4,1,2,2,2,1,,1,,1,2
87522,252,1,1,4,1,2,2,2,1,,1,,2,1
87522,252,1,2,4,1,2,2,2,1,,1,,1,2
87523,252,1,1,4,1,2,2,2,1,,1,,1,2
87524,252,1,1,4,1,1,,2,1,,1,,1,2
87525,252,1,1,1,1,2,2,2,2,,1,,2,1
87525,252,1,2,4,2,2,2,2,2,,1,,1,2
87525,252,1,3,1,1,2,2,2,2,,1,,1,2
87525,252,1,4,1,1,2,2,2,2,,1,,2,1
87526,252,1,1,2,2,2,2,2,1,,1,,2,1
87526,252,1,2,2,2,2,2,2,1,,1,,2,1
87526,252,1,3,1,1,2,2,2,1,,1,,2,1
87527,252,1,1,1,1,2,2,2,1,,1,,2,1
87527,252,1,2,4,2,2,2,2,1,,1,,1,2
87528,252,1,1,1,1,2,2,2,1,,1,,1,2
87528,252,1,2,3,2,2,2,2,1,,1,,1,2
87528,252,1,3,5,2,2,2,2,1,,1,,1,2
87529,252,1,1,4,2,2,2,2,1,,1,,1,2
87529,252,1,2,1,1,2,2,2,1,,1,,2,1
87530,252,1,1,4,1,2,2,2,1,,1,,2,2
87530,252,1,2,4,1,2,2,2,1,,1,,1,2
87530,252,1,3,1,1,2,2,2,1,,1,,2,1
87530,252,1,4,1,1,2,2,2,1,,1,,2,1
87530,252,1,5,4,2,1,,2,1,,1,,1,2
87531,252,1,1,6,99,2,2,2,1,,1,,1,2
87532,252,1,1,1,99,2,2,2,1,,1,,2,1
87532,252,1,2,1,99,2,2,2,1,,1,,1,2
87532,252,1,3,3,2,2,2,2,1,,1,,1,2
87533,252,1,1,1,1,2,1,2,2,,1,,2,1
87533,252,1,2,1,1,2,2,2,1,,1,,1,2
87534,252,1,1,1,1,2,2,2,1,,1,,2,1
87535,252,1,1,1,1,2,2,2,1,,1,,1,2
87535,252,1,2,2,2,2,2,2,1,,1,,2,1
87536,252,1,1,1,99,2,2,2,1,,1,,1,2
87537,252,1,1,1,1,2,2,2,1,,1,,2,1
87537,252,1,2,4,2,2,2,2,1,,1,,1,2
87538,252,1,1,4,2,2,2,2,1,,1,,1,2
87538,252,1,2,4,2,2,2,2,1,,1,,1,2
87538,252,1,3,1,2,2,2,2,1,,1,,2,1
87538,252,1,7,4,2,2,2,2,1,,1,,2,1
87539,252,1,1,1,1,2,2,2,1,,1,,2,1
87539,252,1,2,4,2,2,2,2,1,,1,,1,2
87540,252,1,1,1,99,2,2,2,1,,1,,1,2
87540,252,1,2,1,99,2,2,2,1,,1,,1,2
87541,252,1,1,6,2,2,2,2,1,,1,,2,1
87542,252,1,1,1,1,1,,2,1,,1,,1,2
87542,252,1,2,1,1,1,,2,1,,1,,2,1
87543,252,1,1,4,1,2,2,2,1,,1,,1,2
87544,252,1,1,1,1,2,2,2,1,,1,,2,1
87544,252,1,2,1,1,2,2,2,1,,1,,1,2
87545,252,1,1,1,1,2,2,2,1,,1,,2,1
87545,252,1,2,4,1,2,2,2,1,,1,,1,2
87546,252,1,1,1,2,2,2,2,1,,1,,2,1
87546,252,1,2,1,2,2,2,2,1,,1,,1,2
87547,252,1,1,1,1,1,,2,1,,1,,2,1
87547,252,1,2,4,1,2,2,2,1,,1,,1,2
87548,252,1,1,1,1,2,2,2,1,,1,,2,1
87548,252,1,2,4,2,1,,2,2,,1,,1,2
87549,252,1,1,1,1,2,2,2,1,,1,,1,2
87550,252,1,1,1,2,2,2,2,1,,1,,2,1
87550,252,1,2,4,2,2,2,2,1,,1,,1,2
87550,252,1,3,1,99,2,2,2,1,,1,,1,2
87550,252,1,4,1,99,2,2,2,1,,1,,1,2
87551,252,1,1,6,1,2,2,2,1,,1,,1,2
87552,252,1,1,2,2,2,2,2,1,,1,,1,2
87552,252,1,2,1,2,2,2,2,1,,1,,2,1
87553,252,1,1,1,2,2,2,2,1,,1,,1,2
87554,252,1,1,5,1,2,2,2,2,,2,,2,1
87555,252,1,1,4,1,2,2,2,1,,1,,1,2
87555,252,1,2,4,1,2,2,2,1,,1,,1,2
87555,252,1,3,1,1,2,2,2,1,,1,,1,2
87556,252,1,1,1,1,2,2,2,1,,1,,2,1
87556,252,1,2,4,2,2,2,2,1,,1,,1,2
87556,252,1,3,3,2,2,2,2,1,,1,,1,2
87556,252,1,4,3,2,2,2,2,1,,1,,2,1
87557,252,1,1,1,1,2,2,2,1,,1,,2,1
87557,252,1,2,4,2,1,,2,1,,1,,1,2
87557,252,1,3,1,1,2,2,2,1,,1,,2,1
87559,252,1,1,6,1,1,,2,2,,1,,2,1
87559,252,1,2,3,2,2,2,2,2,,1,,1,2
87560,252,1,1,1,2,2,2,2,1,,1,,1,2
87561,252,1,1,1,1,2,2,2,1,,1,,2,1
87561,252,1,2,1,1,2,2,2,1,,1,,1,2
87562,252,1,1,1,1,2,2,2,1,,1,,2,1
87562,252,1,2,1,1,2,2,2,1,,1,,1,2
87563,252,1,1,1,1,1,,2,1,,1,,2,1
87563,252,1,2,2,2,2,2,2,1,,1,,1,2
87564,252,1,1,1,2,2,2,2,1,,1,,2,1
87564,252,1,2,4,2,2,2,2,1,,1,,1,2
87564,252,1,4,4,2,2,2,2,1,,1,,2,1
87564,252,1,5,4,2,2,2,2,1,,1,,1,2
87565,252,1,1,1,1,2,2,2,1,,1,,2,1
87565,252,1,2,1,1,2,2,2,1,,1,,2,1
87565,252,1,3,3,2,2,2,2,1,,1,,1,2
87565,252,1,4,2,2,2,2,2,1,,1,,1,2
87566,252,1,1,1,2,2,2,2,1,,1,,2,1
87566,252,1,2,4,2,2,1,2,1,,1,,1,2
87567,252,1,1,2,2,2,2,2,1,,1,,1,2
87568,252,1,1,1,1,2,2,2,1,,1,,2,1
87568,252,1,2,1,1,2,2,2,1,,1,,1,2
87568,252,1,3,1,1,2,2,2,1,,1,,2,1
87569,252,1,1,1,1,2,2,2,1,,1,,2,1
87569,252,1,2,1,1,2,2,2,1,,1,,1,2
87570,252,1,1,1,1,2,2,2,1,,1,,2,1
87570,252,1,2,4,2,2,2,2,1,,1,,1,2
87570,252,1,5,1,1,2,2,2,1,,1,,2,1
87571,252,1,1,1,1,2,2,2,1,,1,,2,1
87571,252,1,2,4,2,2,2,2,1,,1,,1,2
87572,252,1,1,1,1,1,,2,1,,1,,2,1
87573,252,1,1,1,1,1,,2,1,,1,,1,2
87573,252,1,2,1,1,2,2,2,1,,1,,2,1
87574,252,1,1,1,1,2,2,2,1,,1,,1,2
87574,252,1,2,1,1,2,2,2,1,,1,,2,1
87574,252,1,3,3,2,2,2,2,1,,1,,2,1
87575,252,1,1,1,1,2,2,2,1,,1,,2,1
87575,252,1,2,1,99,2,2,2,1,,1,,1,2
87576,252,1,1,1,1,1,,2,2,,2,,2,1
87576,252,1,2,4,2,2,1,2,2,,2,,1,2
87576,252,1,3,1,1,2,2,2,2,,2,,2,1
87576,252,1,4,1,1,2,1,2,2,,2,,2,1
87576,252,1,6,4,1,2,2,2,2,,2,,1,2
87577,252,1,1,4,1,2,2,2,1,,1,,1,2
87577,252,1,2,1,1,2,2,2,1,,1,,1,2
87578,252,1,1,1,99,2,2,2,1,,1,,2,1
87578,252,1,2,1,99,2,2,1,1,,1,,1,2
87579,252,1,1,1,2,2,2,2,1,,1,,1,2
87579,252,1,2,2,2,2,2,2,1,,1,,2,1
87579,252,1,3,2,2,2,2,2,1,,1,,2,1
87579,252,1,4,1,2,2,2,2,1,,1,,1,2
87579,252,1,5,1,2,2,2,2,1,,1,,2,1
87580,252,1,1,4,1,2,2,2,1,,1,,1,2
87580,252,1,2,1,1,1,,1,1,,1,,2,1
87580,252,1,3,4,2,1,,1,1,,1,,2,1
87581,252,1,1,2,2,2,2,2,1,,1,,2,1
87581,252,1,2,4,2,2,2,2,1,,1,,1,2
87582,252,1,1,4,1,1,,1,1,,1,,1,2
87582,252,1,2,2,1,1,,1,1,,1,,2,1
87582,252,1,3,2,2,1,,1,1,,1,,2,1
87583,252,1,1,1,99,2,2,2,1,,1,,2,1
87584,252,1,1,1,1,1,,1,1,,1,,2,1
87584,252,1,2,4,1,1,,1,1,,1,,1,2
87585,252,1,1,1,99,2,2,2,1,,1,,1,2
87585,252,1,2,1,99,2,2,2,1,,1,,1,2
87585,252,1,3,1,99,2,2,2,1,,1,,2,1
87586,252,1,1,4,1,1,,1,1,,1,,1,2
87588,252,1,1,5,1,1,,2,1,,1,,2,1
87589,252,1,1,4,2,1,,1,1,,1,,1,2
87589,252,1,2,1,1,1,,1,1,,1,,2,1
87589,252,1,6,5,2,1,,1,3,3,1,,2,1
87589,252,1,7,1,1,1,,1,1,,1,,2,1
87590,252,1,1,1,1,2,2,2,1,,1,,2,1
87590,252,1,2,4,2,2,2,2,1,,1,,1,2
87590,252,1,3,1,1,2,2,2,1,,1,,1,2
87591,252,1,1,4,2,2,2,2,1,,1,,1,2
87592,252,1,1,1,1,1,,1,1,,1,,2,1
87592,252,1,2,4,1,1,,1,1,,1,,1,2
87592,252,2,1,4,1,2,2,2,1,,1,,1,2
87592,252,2,2,2,2,2,1,1,1,,1,,2,1
87593,252,1,1,4,2,2,2,2,1,,1,,2,1
87593,252,1,2,4,2,2,2,2,1,,1,,1,2
87593,252,1,3,1,2,2,2,2,1,,1,,2,1
87594,252,1,1,4,1,1,,1,1,,1,,1,2
87594,252,1,2,1,1,1,,1,1,,1,,2,1
87594,252,1,3,1,1,1,,1,1,,1,,2,1
87594,252,1,4,1,2,1,,1,1,,1,,2,1
87595,252,1,1,1,99,2,2,2,1,,1,,2,1
87595,252,1,2,4,99,2,2,2,1,,1,,1,2
87595,252,1,3,1,99,2,2,2,1,,1,,2,1
87596,252,1,1,5,1,1,,1,1,,1,,1,2
87596,252,1,2,2,2,1,,1,1,,1,,2,1
87596,252,1,3,4,2,1,,1,1,,1,,1,2
87597,252,1,1,4,2,2,2,2,1,,1,,1,2
87597,252,1,2,1,1,2,2,2,1,,1,,2,1
87597,252,1,3,1,1,2,2,2,1,,1,,1,2
87598,252,1,1,4,2,1,,1,1,,1,,1,2
87598,252,1,2,1,1,1,,1,1,,1,,2,1
87598,252,1,3,4,2,2,1,1,1,,1,,1,2
87599,252,1,1,4,2,2,2,2,1,,1,,2,1
87600,252,1,1,1,1,2,2,2,1,,1,,1,2
87601,252,1,1,6,1,1,,1,3,3,1,,2,1
87601,252,1,2,4,2,1,,1,1,,1,,1,2
87601,252,1,3,2,2,1,,1,1,,1,,2,1
87601,252,1,4,1,1,1,,1,1,,1,,1,2
87602,252,1,1,1,1,1,,2,1,,1,,1,2
87602,252,1,2,2,2,1,,2,1,,1,,2,1
87602,252,1,3,3,2,2,2,2,1,,1,,2,1
87603,252,1,1,1,1,1,,1,1,,1,,2,1
87603,252,1,2,4,2,1,,1,1,,1,,1,2
87603,252,1,3,2,2,1,,1,1,,1,,2,1
87603,252,1,4,2,2,1,,1,1,,1,,1,2
87604,252,1,1,1,1,2,2,2,1,,1,,2,1
87604,252,1,2,1,1,2,2,2,1,,1,,1,2
87605,252,1,1,4,2,2,2,2,1,,1,,2,1
87605,252,1,2,4,2,2,2,2,1,,1,,1,2
87606,252,1,1,4,2,1,,1,2,,1,,1,2
87606,252,1,2,1,1,1,,1,1,,1,,2,1
87607,252,1,1,1,1,2,2,2,1,,1,,1,2
87608,252,1,1,1,1,1,,1,1,,1,,2,1
87609,252,1,1,1,1,2,2,2,2,,1,,1,2
87609,252,1,2,1,1,2,2,2,2,,1,,2,1
87610,252,1,1,1,1,1,,1,1,,1,,2,1
87610,252,1,2,4,2,1,,1,1,,1,,1,2
87610,252,1,3,3,2,2,2,1,1,,1,,1,2
87611,252,1,1,4,2,2,2,2,1,,1,,1,2
87611,252,1,2,2,2,2,2,2,1,,1,,2,1
87612,252,1,1,1,1,2,2,2,1,,1,,2,1
87612,252,1,2,4,2,2,2,2,1,,1,,1,2
87613,252,1,1,1,1,1,,1,1,,1,,2,1
87613,252,1,2,1,1,1,,1,1,,1,,1,2
87614,252,1,1,1,1,1,,1,1,,1,,2,1
87614,252,1,2,1,1,2,2,1,1,,1,,1,2
87614,252,1,3,4,2,1,,1,1,,1,,1,2
87615,252,1,1,4,2,2,2,2,1,,1,,1,2
87615,252,1,2,1,1,2,2,2,1,,1,,2,1
87617,252,1,1,4,2,2,2,2,1,,1,,1,2
87617,252,1,2,2,2,2,2,2,1,,1,,2,1
87617,252,1,3,2,2,2,2,2,1,,1,,2,1
87617,252,1,5,1,1,2,2,2,1,,1,,2,1
87617,252,1,6,4,2,2,2,2,1,,1,,1,2
87618,252,1,1,4,2,1,,1,1,,1,,1,2
87618,252,1,2,1,1,1,,1,1,,1,,2,1
87618,252,1,3,1,1,2,2,1,1,,1,,2,1
87618,252,1,4,4,2,1,,1,1,,1,,1,2
87619,252,1,1,4,2,2,2,2,1,,1,,1,2
87619,252,1,2,2,2,1,,2,1,,1,,2,1
87619,252,1,3,1,1,2,2,2,1,,1,,1,2
87619,252,1,5,1,1,2,2,2,1,,1,,1,2
87620,252,1,1,1,1,1,,1,1,,1,,2,1
87620,252,1,2,4,2,1,,1,1,,1,,1,2
87621,252,1,1,1,1,2,2,2,1,,1,,2,1
87621,252,1,2,1,1,2,2,2,1,,1,,1,2
87621,252,1,4,1,1,2,2,2,2,,2,,1,2
87622,252,1,1,1,1,1,,1,1,,1,,2,1
87623,252,1,1,1,1,1,,1,2,,2,,2,1
87623,252,1,2,1,1,2,2,2,2,,2,,1,2
87624,252,1,1,4,1,1,,1,1,,1,,1,2
87624,252,1,2,1,1,1,,1,1,,1,,2,1
87625,252,1,1,4,2,1,,1,1,,1,,1,2
87625,252,1,4,4,2,1,,1,1,,1,,1,2
87625,252,1,8,4,1,1,,1,1,,1,,1,2
87625,252,1,9,4,1,1,,1,1,,1,,1,2
87626,252,1,1,1,1,2,2,2,1,,1,,2,1
87626,252,1,2,4,2,2,2,2,1,,1,,1,2
87626,252,1,3,1,1,2,2,2,1,,1,,1,2
87627,252,1,1,1,1,2,2,1,1,,1,,2,1
87627,252,1,2,1,1,2,2,1,1,,1,,2,1
87627,252,1,3,1,1,2,2,1,1,,1,,1,2
87628,252,1,1,1,1,2,2,2,1,,1,,1,2
87628,252,1,2,1,1,2,2,2,1,,1,,2,1
87628,252,1,5,5,2,2,2,2,1,,1,,2,1
87629,252,1,1,4,2,2,2,2,1,,1,,1,2
87629,252,1,2,1,1,2,2,2,1,,1,,2,1
87630,252,1,1,1,1,1,,1,1,,1,,1,2
87630,252,1,2,3,2,2,2,1,1,,1,,2,1
87631,252,1,1,4,2,2,2,2,1,,1,,1,2
87631,252,1,2,1,1,2,2,2,1,,1,,2,1
87632,252,1,1,4,1,1,,1,1,,1,,1,2
87632,252,1,2,1,1,1,,1,1,,1,,1,2
87632,252,1,5,6,1,1,,1,1,,1,,1,2
87632,252,1,7,4,1,2,2,2,1,,1,,1,2
87633,252,1,1,1,1,1,,1,1,,1,,2,1
87633,252,1,2,4,2,2,2,1,1,,1,,1,2
87633,252,1,3,3,2,2,2,2,1,,1,,1,2
87634,252,1,1,5,2,2,2,2,1,,1,,2,1
87634,252,1,2,1,1,2,2,2,1,,1,,2,1
87634,252,1,3,1,1,2,2,2,1,,1,,2,1
87635,252,1,1,1,1,2,2,2,1,,1,,2,1
87635,252,1,2,1,1,2,2,2,1,,1,,2,1
87635,252,1,3,4,2,2,2,2,1,,1,,1,2
87637,252,1,1,1,1,2,2,2,1,,1,,2,1
87637,252,1,2,1,1,2,2,2,1,,1,,1,2
87637,252,1,3,1,1,2,2,2,1,,1,,2,1
87637,252,1,5,3,2,2,2,2,1,,1,,1,2
87638,252,1,1,4,2,2,99,2,1,,1,,1,2
87638,252,1,2,1,1,2,2,2,1,,1,,2,1
87638,252,1,3,1,1,2,2,2,1,,1,,1,2
87638,252,1,4,1,1,2,2,2,1,,1,,1,2
87639,252,1,1,4,2,2,2,2,1,,1,,1,2
87639,252,1,2,1,1,2,2,2,1,,1,,2,1
87640,252,1,1,1,2,2,2,2,1,,1,,1,2
87641,252,1,1,4,2,1,,1,1,,1,,2,1
87641,252,1,2,4,2,2,2,2,1,,1,,1,2
87641,252,1,3,1,1,2,2,2,1,,1,,2,1
87641,252,2,1,1,1,2,2,2,2,,1,,2,1
87641,252,2,2,1,1,1,,1,2,,1,,1,2
87642,252,1,1,2,2,2,2,2,1,,1,,2,1
87642,252,1,2,2,2,2,2,2,1,,1,,1,2
87643,252,1,1,4,2,2,2,2,1,,1,,1,2
87643,252,1,2,1,1,2,2,2,1,,1,,2,1
87643,252,1,3,1,1,2,2,2,1,,1,,1,2
87644,252,1,1,1,1,2,2,2,1,,1,,2,1
87644,252,1,2,4,2,2,2,2,1,,1,,1,2
87645,252,1,1,1,1,1,,1,1,,1,,2,1
87645,252,1,2,3,2,2,2,1,1,,1,,2,1
87645,252,1,3,4,1,2,2,1,1,,1,,1,2
87646,252,1,1,2,2,2,2,2,1,,1,,2,1
87646,252,1,2,1,1,2,2,2,1,,1,,1,2
87646,252,1,5,4,2,2,2,2,1,,1,,1,2
87646,252,1,6,4,2,2,2,2,1,,1,,1,2
87646,252,1,7,4,2,2,2,2,1,,1,,1,2
87647,252,1,1,4,2,2,2,2,1,,1,,1,1
87648,252,1,1,6,1,1,,2,1,,1,,2,1
87648,252,1,2,4,2,99,,2,1,,1,,1,2
87648,252,1,3,1,1,2,2,2,1,,1,,2,1
87648,252,1,4,1,1,2,2,2,1,,1,,2,1
87648,252,1,5,4,2,1,,2,1,,1,,1,2
87648,252,1,7,4,2,2,2,1,1,,1,,1,2
87649,252,1,1,1,99,2,2,2,1,,1,,2,1
87649,252,1,2,4,2,2,2,2,1,,1,,1,2
87650,252,1,1,1,1,2,2,2,1,,1,,2,1
87650,252,1,2,4,2,1,,1,1,,1,,1,2
87650,252,1,3,2,2,2,2,1,1,,1,,2,1
87651,252,1,1,1,2,2,2,2,1,,1,,2,1
87651,252,1,2,4,2,2,2,2,1,,1,,1,2
87652,252,1,1,1,2,2,2,2,1,,1,,2,1
87652,252,1,2,4,2,2,2,2,1,,1,,1,2
87653,252,1,1,2,2,2,2,2,1,,1,,2,1
87653,252,1,2,4,2,1,,1,1,,1,,1,2
87653,252,1,3,4,1,2,2,1,1,,1,,1,2
87654,252,1,1,1,1,1,,2,1,,1,,2,1
87654,252,1,2,1,1,2,2,2,1,,1,,1,2
87654,252,1,3,1,1,2,2,2,1,,1,,1,2
87655,252,1,1,1,1,2,2,2,1,,1,,2,1
87655,252,1,2,1,1,2,2,2,1,,1,,1,2
87656,252,1,1,1,1,2,2,2,1,,1,,2,1
87656,252,1,2,4,2,2,2,2,1,,1,,1,2
87657,252,1,1,2,2,2,2,2,1,,1,,2,1
