DIRECTORIO,REGION,DPTO_CAUCA,PDET,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P,FEX_P_PDET
83576,2,,1,1,1,1,1,3,1,1,1,3,1,1,611.4214692,611.4214692
83577,2,,1,3,1,1,1,0,2,2,2,,2,1,565.03853109,534.29330122
83578,2,,1,3,1,1,1,0,2,2,2,,2,1,630.64443207,598.328428
83579,2,,1,1,1,2,1,3,1,1,1,3,1,1,397.52361645,397.52361645
83580,2,,1,3,1,1,1,6,2,2,2,,2,1,620.54058904,544.6448498
83581,2,,1,3,1,4,1,9,2,2,2,,2,1,485.11481618,577.39178534
83582,2,,1,1,1,1,1,3,1,1,1,3,1,1,405.75319672,405.75319672
83583,2,,1,3,1,1,1,0,2,2,2,,2,1,620.54058904,544.6448498
83584,2,,2,1,1,1,1,1,1,1,1,3,1,1,279.30102221,
83585,2,,2,1,1,1,1,2,1,1,1,3,1,1,220.86407337,
83586,2,,2,2,1,1,1,1,1,2,1,2,1,1,517.73822921,
83587,2,,2,2,1,1,1,1,1,2,1,2,1,1,520.6738735,
83588,2,,2,2,1,1,1,1,1,2,1,2,1,1,455.53703506,
83589,2,,2,2,1,1,1,1,1,2,1,2,1,1,488.41233671,
83590,2,,2,1,1,1,1,1,1,1,1,3,1,1,563.87850855,
83591,2,,2,1,1,1,1,2,1,1,1,3,1,1,155.3189272,
83592,2,,2,1,1,1,1,2,1,1,1,3,1,1,95.428309291,
83593,2,,2,1,1,2,1,1,1,2,1,2,1,1,174.25485548,
83594,2,,2,1,1,2,1,2,1,1,1,2,1,1,191.24421607,
83595,2,,2,1,1,2,1,2,1,1,1,3,1,1,91.154127334,
83596,2,,2,1,1,1,1,2,1,1,1,3,1,1,91.154127334,
83597,2,,2,1,1,1,1,2,1,1,1,2,1,1,230.28097209,
83598,2,,2,1,1,1,1,2,1,1,1,3,1,1,156.26421829,
83599,2,,2,1,1,1,1,2,1,1,1,3,1,1,156.26421829,
83600,2,,2,1,1,1,1,1,1,1,1,3,1,1,208.47697745,
83601,2,,2,1,1,1,1,2,1,1,1,3,1,1,217.01652282,
83602,2,,2,1,1,1,1,2,1,1,1,2,1,1,156.26421829,
83603,2,,2,1,1,1,1,2,1,1,1,2,1,1,222.25550701,
83604,2,,2,1,1,1,1,2,1,1,1,3,1,1,304.9325854,
83605,2,,2,1,1,1,1,2,1,1,1,3,1,1,201.69773185,
83606,2,,2,1,1,1,1,2,1,1,1,7,1,1,214.65965584,
83607,2,,2,1,1,1,1,2,1,1,1,3,1,1,327.84722754,
83608,2,,2,1,1,2,1,2,1,1,1,3,1,1,304.9325854,
83609,2,,2,1,1,1,1,2,1,1,1,3,1,1,98.484383405,
83610,2,,2,3,1,4,2,,2,2,2,,2,1,671.45055659,
83611,2,,2,3,1,4,2,,2,2,2,,2,1,705.05771175,
83612,2,,2,3,1,4,2,,2,2,2,,2,1,694.41051303,
83613,2,,2,3,1,4,2,,2,2,2,,2,1,614.88344499,
83614,2,,2,1,1,2,1,1,1,1,1,3,1,1,283.60625546,
83615,2,,2,3,1,4,2,,2,2,2,,2,1,641.99631873,
83616,2,,2,3,1,4,2,,2,2,2,,2,1,705.05771175,
83617,2,,2,3,1,4,2,,2,2,2,,2,1,682.93053481,
83618,2,,2,1,1,1,1,1,1,1,1,3,1,1,295.86128823,
83619,2,,2,1,1,1,1,1,1,1,1,3,1,1,215.56613271,
83620,2,,2,1,1,1,1,1,1,1,1,3,1,1,243.94606832,
83621,2,,2,1,1,2,1,1,2,2,1,2,1,1,316.84071168,
83622,2,,2,1,1,2,1,1,1,1,1,3,1,1,185.60366008,
83623,2,,2,1,1,2,1,1,1,1,1,3,1,1,283.60625546,
83624,2,,2,1,1,1,1,2,1,1,1,2,1,1,478.11054017,
83625,2,,2,3,1,4,2,,2,2,2,,2,1,752.48620926,
83626,2,,2,3,1,4,2,,2,2,2,,2,1,705.05771175,
83627,2,,2,3,1,4,2,,2,2,2,,2,1,659.97057837,
83628,2,,2,1,1,1,1,1,1,1,1,3,1,1,143.02647177,
83629,2,,2,1,1,1,1,1,1,1,1,3,1,1,86.818587894,
83630,2,,2,1,1,1,1,1,1,1,1,3,1,1,203.22747925,
83631,2,,2,1,1,1,1,1,1,1,1,3,1,1,362.68003754,
83632,3,,2,1,1,1,1,2,1,1,1,2,1,1,1034.439476,
83633,3,,2,1,1,1,1,3,1,1,1,2,1,1,669.53070041,
83634,3,,2,1,1,1,1,3,1,1,1,2,1,1,770.50989068,
83635,3,,2,1,1,1,1,3,1,1,1,2,1,1,761.15094765,
83636,3,,2,1,1,1,1,3,1,1,1,2,1,1,995.47802073,
83637,3,,2,1,1,2,1,3,1,1,1,5,1,1,350.917577,
83638,3,,2,1,1,1,1,3,1,1,1,3,1,1,244.6917568,
83639,3,,2,1,1,1,1,3,2,1,1,3,1,1,228.44437163,
83640,3,,2,1,1,1,1,3,1,1,1,2,1,1,217.59789947,
83641,3,,2,1,1,2,1,2,1,1,1,2,1,1,205.72070202,
83642,3,,2,1,1,1,1,2,1,1,1,2,1,1,195.83810952,
83643,3,,2,1,1,1,1,2,1,1,1,3,1,1,224.21247186,
83644,3,,2,1,1,1,1,3,1,1,1,3,1,1,218.09118546,
83645,3,,2,1,1,2,1,2,1,1,1,3,1,1,205.72070202,
83646,3,,2,1,1,1,1,2,1,1,1,3,1,1,360.6173212,
83647,3,,2,1,1,1,1,2,1,1,1,3,1,1,591.34066276,
83648,3,,2,1,1,1,1,2,1,1,1,3,1,1,286.60139524,
83649,3,,2,1,1,1,1,1,1,1,1,3,1,1,221.94322846,
83650,3,,2,1,1,1,1,2,1,1,1,3,1,1,252.47540703,
83651,3,,2,1,1,1,1,2,1,1,1,3,1,1,304.69960672,
83652,3,,2,1,1,2,1,2,1,1,1,3,1,1,221.94322846,
83653,3,,2,1,1,1,1,3,1,1,1,3,1,1,247.90092135,
83654,3,,2,1,1,1,1,3,1,1,1,3,1,1,186.98739708,
83655,3,,2,1,1,2,1,2,1,1,1,2,1,1,238.83511851,
83656,3,,2,1,1,1,1,3,1,1,1,3,1,1,195.81440591,
83657,3,,2,1,1,1,1,3,1,1,1,3,1,1,210.18730833,
83658,3,,2,1,1,1,1,3,1,1,1,3,1,1,242.81112225,
83659,3,,2,1,1,1,1,2,1,1,1,3,1,1,187.97435636,
83660,3,,2,1,1,1,1,2,1,1,1,3,1,1,334.22936161,
83661,3,,2,1,1,1,1,3,1,1,1,3,1,1,315.8258193,
83662,3,,2,1,1,1,1,3,1,1,1,3,1,1,125.67947544,
83663,3,,2,1,1,1,1,3,1,1,1,3,1,1,180.58596623,
83664,3,,2,1,1,1,1,2,1,1,1,3,1,1,580.42520655,
83665,3,,2,1,1,1,1,3,1,1,1,3,1,1,189.83252262,
83666,3,,2,1,1,1,1,3,1,1,1,3,1,1,163.19059199,
83667,3,,2,1,1,2,1,2,1,1,1,3,1,1,412.9173396,
83668,3,,2,1,1,1,1,5,1,1,1,3,1,1,196.28206691,
83669,3,,2,1,1,1,1,5,1,1,1,3,2,1,186.98739708,
83670,3,,2,1,1,2,1,2,1,1,1,3,1,1,412.9173396,
83671,3,,2,1,1,1,1,3,1,1,1,3,1,1,201.42954221,
83672,3,,2,1,1,1,1,3,1,1,1,3,1,1,339.9367241,
83673,3,,2,1,1,1,1,2,1,1,1,3,1,1,404.68520375,
83674,3,,2,1,1,1,1,2,1,1,1,3,1,1,267.65736397,
83675,3,,2,1,1,1,1,2,1,1,1,3,1,1,396.74669014,
83676,3,,2,1,1,2,1,2,1,1,1,3,1,1,192.95833037,
83677,3,,2,1,1,1,1,2,1,1,1,3,1,1,222.33665846,
83678,3,,2,1,1,1,1,5,1,1,1,3,1,1,266.06950135,
83679,3,,2,1,1,2,1,3,1,1,1,3,1,1,296.76914942,
83680,3,,2,1,1,1,1,5,1,1,1,3,1,1,181.28658799,
83681,3,,2,1,1,1,1,2,1,1,1,3,1,1,189.01741205,
83682,3,,2,1,1,1,1,2,1,1,1,3,1,1,1067.9985085,
83683,3,,2,1,1,1,1,3,1,1,1,3,1,1,1064.7259706,
83685,3,,2,1,1,1,1,3,1,1,1,3,1,1,1232.1381567,
83686,3,,2,1,1,2,1,2,1,1,1,3,1,1,691.63951898,
83687,3,,2,1,1,1,1,2,1,1,1,3,1,1,1285.6751703,
83688,3,,2,1,1,2,1,4,1,1,1,3,1,1,726.80466455,
83689,3,,2,1,1,2,1,4,1,1,1,3,1,1,726.80466455,
83691,3,,2,1,1,2,1,4,1,1,1,3,1,1,774.25929104,
83692,3,,2,1,1,2,1,4,1,1,1,3,1,1,997.2017584,
83693,3,,2,1,1,2,1,4,1,1,1,3,1,1,703.21111526,
83694,3,,2,1,1,2,1,4,1,1,1,3,1,1,650.56048263,
83695,3,,2,1,1,1,1,2,1,1,1,3,1,1,1227.9434353,
83696,3,,2,1,1,2,1,2,1,1,1,3,1,1,682.91130492,
83697,3,,2,1,1,2,1,2,1,1,1,2,1,1,674.8507886,
83698,3,,2,1,1,2,1,2,1,1,1,2,1,1,633.3929084,
83699,3,,2,3,1,1,1,3,2,2,2,,2,1,664.6086724,
83700,3,,2,3,1,1,1,3,2,2,2,,2,1,410.31876634,
83701,3,,2,3,1,1,1,3,2,2,2,,2,1,557.89512049,
83702,3,,2,3,1,1,1,3,2,2,2,,2,1,384.21251907,
83703,3,,2,3,1,1,1,3,2,2,2,,2,1,650.46842506,
83704,3,,2,3,1,1,1,3,2,2,2,,2,1,491.17706709,
83705,3,,2,3,1,1,1,3,2,2,2,,2,1,578.32652161,
83706,3,,2,3,1,1,1,3,2,2,2,,2,1,491.17706709,
83707,3,,2,3,1,1,1,1,2,2,2,,2,1,781.73906332,
83708,3,,2,3,1,1,1,1,2,2,2,,2,1,934.12432456,
83709,3,,2,3,1,1,1,1,2,2,2,,2,1,959.26587789,
83710,3,,2,3,1,1,1,1,2,2,2,,2,1,988.89507063,
83711,3,,2,3,1,1,1,1,2,2,2,,2,1,720.39847326,
83712,3,,2,3,1,1,1,1,2,2,2,,2,1,737.51766554,
83713,3,,2,3,1,1,1,1,2,2,2,,2,1,572.74102787,
83714,3,,2,3,1,1,1,1,2,2,2,,2,1,1085.7336385,
83715,3,,2,1,1,2,1,3,1,1,1,2,1,1,1853.4004329,
83716,3,,2,1,1,2,1,3,1,1,1,2,1,1,1491.4895286,
83717,3,,2,1,1,2,1,3,1,1,1,2,1,1,1370.7906643,
83718,3,,2,1,1,2,1,3,1,1,1,2,1,1,1563.2871661,
83719,3,,2,1,1,2,1,3,1,1,1,2,1,1,1680.3547277,
83720,3,,2,1,1,2,1,3,1,1,1,2,1,1,1491.4895286,
83721,3,,2,1,1,2,1,3,1,1,1,2,1,1,1680.3547277,
83722,3,,2,1,1,2,1,3,1,1,1,2,1,1,1507.3090226,
83723,3,,2,2,1,1,1,1,2,2,1,1,2,1,756.18036312,
83724,3,,2,2,1,1,1,1,2,2,1,1,2,1,959.26587789,
83725,3,,2,2,1,1,1,1,2,2,1,1,1,1,959.26587789,
83726,3,,2,2,1,1,1,1,2,2,1,1,2,1,699.20878844,
83727,3,,2,2,1,2,1,1,2,2,1,1,2,1,1046.0533509,
83728,3,,2,2,1,1,1,1,2,2,1,1,1,1,955.31400939,
83729,3,,2,2,1,2,1,1,2,2,1,1,2,1,1085.7336385,
83730,3,,2,2,1,1,1,1,2,2,1,1,2,1,1172.5211115,
83731,3,,2,2,1,1,1,1,2,2,1,1,1,1,699.20878844,
83732,3,,2,2,1,1,1,1,2,2,1,1,2,1,1046.0533509,
83733,4,,1,1,1,1,1,1,1,1,1,2,2,1,399.24759073,399.24759073
83734,4,,1,1,1,1,1,1,1,1,1,2,1,1,240.85242065,240.85242065
83735,4,,1,1,1,1,1,1,1,1,1,2,1,1,333.86218201,333.86218201
83736,4,,1,1,1,2,1,2,1,1,1,2,1,1,133.76684352,133.76684352
83737,4,,1,1,1,1,1,2,1,1,1,2,1,1,263.66463212,263.66463212
83738,4,,1,1,1,1,1,2,1,1,1,2,1,1,307.04787354,307.04787354
83739,4,,1,1,1,1,1,1,1,1,1,2,1,1,331.18906639,331.18906639
83741,4,,1,1,1,1,1,1,1,1,1,2,1,1,204.56394806,204.56394806
83742,4,,1,1,1,1,1,1,1,1,1,2,1,1,298.93942472,298.93942472
83743,4,,1,1,1,1,1,1,1,1,1,2,1,1,309.16874865,309.16874865
83744,4,,1,1,1,1,1,1,1,1,1,2,1,1,191.04144688,191.04144688
83745,4,,1,1,1,1,1,1,1,1,1,2,1,1,162.01321729,162.01321729
83746,4,,1,1,1,2,1,1,1,1,1,2,1,1,386.46093581,386.46093581
83747,4,,1,1,1,2,1,1,1,1,1,2,1,1,371.12931438,371.12931438
83748,4,,1,1,1,2,1,1,1,1,1,2,1,1,208.61960599,208.61960599
83749,3,,2,1,1,2,1,1,1,1,1,3,1,1,767.79809625,
83750,3,,2,1,1,2,1,4,1,1,1,3,1,1,1259.452531,
83751,3,,2,1,1,2,1,4,1,1,1,3,1,1,1024.1340179,
83752,3,,2,1,1,2,1,4,1,1,1,3,1,1,1101.1238536,
83753,3,,2,1,1,2,1,4,1,1,1,3,1,1,1089.3088063,
83754,3,,2,1,1,2,1,4,1,1,1,3,1,1,1144.1204436,
83755,3,,2,1,1,2,1,4,1,1,1,3,1,1,1144.1204436,
83756,3,,2,1,1,2,1,4,1,1,1,3,1,1,1109.8734775,
83757,3,,2,1,1,1,1,3,1,1,1,3,1,1,1431.769706,
83758,3,,2,1,1,2,1,3,1,1,1,3,1,1,1312.3119728,
83759,3,,2,1,1,2,1,3,1,1,1,3,1,1,1162.2810855,
83760,3,,2,1,1,2,1,3,1,1,1,3,1,1,1023.9694879,
83761,3,,2,1,1,2,1,3,1,1,1,3,1,1,1228.476954,
83762,3,,2,1,1,2,1,4,1,1,1,3,1,1,1089.4699252,
83763,3,,2,1,1,2,1,4,1,1,1,3,1,1,933.14138685,
83764,3,,2,1,1,2,1,4,1,1,1,3,1,1,918.53962324,
83765,3,,2,1,1,3,1,4,1,1,1,3,1,3,1030.8119714,
83766,3,,2,1,1,1,1,4,1,1,1,3,1,1,538.12047392,
83767,3,,2,1,1,1,1,4,1,1,1,3,1,1,426.94259859,
83768,3,,2,1,1,1,1,4,1,1,1,3,1,1,629.93200392,
83769,3,,2,1,1,1,1,4,1,1,1,3,1,1,434.77971532,
83770,3,,2,1,1,1,1,4,1,1,1,3,1,1,610.64365139,
83771,3,,2,1,1,1,1,4,1,1,1,3,1,1,554.72506355,
83772,3,,2,1,1,1,1,6,1,1,1,6,1,1,1281.2321349,
83773,3,,2,1,1,1,1,6,1,1,1,6,1,1,1167.1921276,
83774,3,,2,1,1,2,1,6,1,1,1,6,1,1,1010.3935856,
83775,3,,2,3,1,1,1,1,2,2,2,,1,1,802.66434523,
83776,3,,2,3,1,1,1,1,2,2,2,,1,1,739.01959697,
83777,3,,2,3,1,1,1,1,2,2,1,1,1,1,739.01959697,
83778,3,,2,3,1,1,1,1,2,2,2,,2,1,675.37484871,
83779,3,,2,3,1,1,1,1,2,2,2,,1,1,621.38622913,
83780,3,,2,3,1,1,2,,2,2,2,,1,1,748.02469214,
83781,3,,2,1,1,1,1,2,2,1,1,3,1,1,465.73181141,
83782,3,,2,1,1,3,1,0,2,1,1,3,1,1,763.17736379,
83783,3,,2,1,1,1,1,3,1,1,1,3,1,1,798.89128358,
83784,5,,2,1,1,2,1,2,1,1,1,3,1,1,870.30174826,
83786,5,,2,1,1,1,1,3,1,1,1,3,1,1,601.0018184,
83787,5,,2,1,1,1,1,3,1,1,1,3,1,1,704.24117681,
83788,5,,2,1,1,1,1,3,1,1,1,3,1,1,856.29278408,
83789,5,,2,1,1,2,1,3,1,1,1,3,1,1,993.52515405,
83790,5,,2,1,1,1,1,2,1,1,1,3,1,1,802.77448507,
83791,5,,2,1,1,2,1,2,1,1,1,4,1,1,864.11154482,
83792,5,,2,1,1,2,1,4,1,1,1,3,1,1,1265.4396723,
83793,5,,2,1,1,2,1,4,1,1,1,3,1,1,1155.6424305,
83794,5,,2,1,1,2,1,4,1,1,1,2,1,1,626.09158875,
83795,5,,2,1,1,2,1,4,1,1,1,3,1,1,610.59037011,
83796,5,,2,1,1,2,1,4,1,1,1,3,1,1,703.26779121,
83797,5,,2,1,1,2,1,4,1,1,1,3,1,1,788.86078436,
83798,5,,2,1,1,2,1,4,1,1,1,3,1,1,959.63465927,
83799,5,,2,1,1,2,1,3,1,1,1,3,1,1,1207.1230187,
83800,5,,2,1,1,2,1,3,1,1,1,3,1,1,894.17263864,
83801,5,,2,1,1,2,1,3,1,1,1,3,1,1,647.58217089,
83802,5,,2,1,1,2,1,3,1,1,1,3,1,1,630.64265408,
83805,5,,2,1,1,2,1,3,1,1,1,3,1,1,1036.9338538,
83806,5,,2,1,1,1,1,3,1,1,1,3,1,1,567.98326863,
83807,5,,2,1,1,1,1,2,1,1,1,3,1,1,641.87424142,
83809,5,,2,1,1,1,1,2,1,1,1,3,1,1,591.05799101,
83810,5,,2,1,1,1,1,3,1,1,1,3,1,1,728.55840505,
83811,5,,2,1,1,1,1,2,1,1,1,3,1,1,674.33227275,
83812,5,,2,1,1,1,1,2,1,1,1,3,1,1,585.16917426,
83813,5,,2,1,1,1,1,2,1,1,1,3,1,1,616.46611621,
83814,5,,2,1,1,1,1,2,1,1,1,3,1,1,706.79030408,
83817,5,,2,1,1,1,1,2,1,1,1,3,1,1,641.87424142,
83818,5,,2,1,1,1,1,2,1,1,1,3,1,1,698.91226796,
83819,5,,2,1,1,2,1,3,1,1,1,3,1,1,675.49898555,
83820,5,,2,1,1,1,1,2,1,1,1,3,1,1,759.8945301,
83821,5,,2,1,1,2,1,3,1,1,1,3,1,1,728.55840505,
83822,5,,2,1,1,1,1,3,1,1,1,2,1,1,779.28527897,
83823,5,,2,1,1,1,1,2,1,1,1,2,1,1,893.4900821,
83824,5,,2,1,1,2,1,3,1,2,1,3,1,1,786.64082984,
83825,5,,2,1,1,1,1,1,2,1,1,3,1,1,541.26398042,
83826,5,,2,1,1,1,1,1,1,1,1,3,1,1,468.33412802,
83827,5,,2,1,1,2,1,1,1,1,1,3,1,1,470.70777704,
83828,5,,2,1,1,1,1,1,1,1,1,3,1,1,517.46142411,
83830,5,,2,1,1,2,1,1,1,1,1,3,1,1,475.8777082,
83831,5,,2,1,1,2,1,1,1,1,1,3,1,1,494.51033335,
83832,5,,2,1,1,1,1,1,1,1,1,3,1,1,517.46142411,
83833,5,,2,1,1,1,1,1,1,1,1,3,1,1,498.56186857,
83835,5,,2,1,1,1,1,1,1,1,1,3,1,1,467.57116738,
83836,5,,2,1,1,2,1,1,1,1,1,3,1,1,536.09404926,
83837,5,,2,1,1,1,1,1,1,1,1,3,1,1,506.62423916,
83838,5,,2,1,1,1,1,3,1,1,1,3,1,1,824.18388891,
83839,5,,2,1,1,1,1,3,1,1,1,3,1,1,824.18388891,
83840,5,,2,1,1,2,1,3,1,1,1,3,1,1,859.45378804,
83842,5,,2,1,1,1,1,4,1,1,1,3,1,1,658.21182374,
83843,5,,2,1,1,1,1,4,1,1,1,3,1,1,767.85148518,
83844,5,,2,1,1,1,1,4,1,1,1,3,1,1,728.55840505,
83845,5,,2,1,1,1,1,3,1,1,1,3,1,1,623.42822318,
83846,5,,2,1,1,1,1,3,1,1,1,3,1,1,668.9313043,
83847,5,,2,1,1,1,1,3,1,1,1,3,1,1,743.00798498,
83850,5,,2,1,1,2,1,3,1,1,1,3,1,1,941.77756122,
83851,5,,2,1,1,1,1,4,1,1,1,3,1,1,641.37670876,
83852,5,,2,1,1,2,1,1,1,1,1,3,1,1,693.65675396,
83853,5,,2,1,1,1,1,2,1,1,1,3,1,1,632.80712498,
83854,5,,2,1,1,1,1,2,1,1,1,3,1,1,631.71057985,
83855,5,,2,1,1,2,1,2,1,1,1,3,1,1,727.71113572,
83856,5,,2,1,1,1,1,1,1,1,1,3,1,1,698.15397167,
83857,5,,2,1,1,2,1,1,1,1,1,3,1,1,544.24495744,
83858,5,,2,1,1,2,1,2,1,1,1,3,1,1,757.1725506,
83859,5,,2,1,1,2,1,2,1,1,1,3,1,1,699.5177185,
83860,5,,2,1,1,2,1,2,1,1,1,3,1,1,710.67440233,
83861,5,,2,1,1,1,1,2,1,1,1,3,1,1,830.52842338,
83862,5,,2,1,1,1,1,2,1,1,1,3,1,1,619.02534548,
83863,5,,2,1,1,2,1,2,1,1,1,3,1,1,734.00314133,
83864,5,,2,1,1,1,1,2,1,1,1,3,1,1,745.15982516,
83865,5,,2,1,1,2,1,1,1,1,1,3,1,1,791.65797342,
83866,5,,2,1,1,2,1,2,1,1,1,3,1,1,667.75716878,
83867,5,,2,1,1,2,1,2,1,1,1,3,1,2,866.42521042,
83868,5,,2,1,1,2,1,1,1,1,1,3,1,1,931.131867,
83869,5,,2,1,1,2,1,2,1,1,1,3,1,1,862.99927549,
83870,5,,2,1,1,1,1,3,2,1,1,2,1,1,600.52264191,
83871,5,,2,1,1,1,1,4,2,1,1,3,1,1,588.58590963,
83872,5,,2,1,1,1,1,2,1,1,1,3,1,1,376.98284825,
83873,5,,2,1,1,1,1,2,1,1,1,3,1,1,495.55912681,
83874,5,,2,1,1,2,1,2,1,1,1,2,1,1,620.52903321,
83875,5,,2,1,1,1,1,2,1,1,1,3,1,1,451.87842328,
83876,5,,2,1,1,1,1,2,1,1,1,3,1,1,575.67788822,
83877,5,,2,1,1,1,1,2,1,1,1,3,1,1,457.384537,
83878,5,,2,1,1,1,1,2,1,1,1,3,1,1,438.77124953,
83879,5,,2,1,1,2,1,2,2,1,1,2,1,1,376.98284825,
83880,5,,2,1,1,1,1,2,1,1,1,3,1,1,432.37762169,
83881,5,,2,1,1,2,1,3,2,1,1,3,1,1,368.66235309,
83882,5,,2,1,1,1,1,4,1,1,1,3,1,1,376.98284825,
83883,5,,2,1,1,1,1,4,2,1,1,3,1,1,594.29117569,
83884,5,,2,1,1,1,1,4,1,1,1,3,1,1,376.98284825,
83885,5,,2,1,1,1,1,4,1,1,1,3,1,1,358.36956078,
83886,5,,2,1,1,2,1,3,2,1,1,3,1,1,423.16959521,
83887,5,,2,1,1,1,1,3,2,1,1,3,1,1,542.96290406,
83888,5,,2,1,1,2,1,3,2,1,1,5,1,1,597.02775518,
83889,5,,2,1,1,1,1,3,2,1,1,7,1,1,697.79380277,
83890,5,,2,1,1,2,1,4,2,1,1,3,1,1,575.67788822,
83891,5,,2,1,1,1,1,2,2,1,1,3,1,1,506.67957099,
83892,5,,2,1,1,1,1,2,2,1,1,2,1,1,342.71168023,
83893,5,,2,1,1,1,1,2,1,1,1,3,1,1,576.45627853,
83894,5,,2,1,1,1,1,1,1,1,1,3,1,1,563.65767591,
83895,5,,2,1,1,1,1,3,1,1,1,7,1,1,642.36185866,
83896,5,,2,1,1,3,1,3,2,1,1,3,1,1,885.69411502,
83897,5,,2,1,1,1,1,3,1,1,1,7,1,2,425.04900082,
83898,5,,2,1,1,1,1,3,1,1,1,3,1,1,719.59736027,
83899,5,,2,1,1,1,1,2,1,1,1,3,1,1,342.71168023,
83900,5,,2,1,1,1,1,3,2,1,1,3,1,1,571.73067126,
83901,5,,2,1,1,3,1,4,1,1,1,3,1,1,594.29117569,
83902,5,,2,1,1,1,1,4,1,1,1,7,1,1,752.39468217,
83903,5,,2,1,1,1,1,2,1,1,1,3,1,1,542.96290406,
83904,5,,2,1,1,2,1,2,2,1,1,3,1,1,635.83011605,
83905,5,,2,1,1,2,1,2,1,1,1,3,1,1,487.67908708,
83906,5,,2,1,1,2,1,2,1,1,1,3,1,1,651.09260631,
83907,5,,2,1,1,1,1,2,1,1,1,3,1,1,368.66235309,
83908,5,,2,1,1,1,1,2,1,1,1,3,1,1,460.9478198,
83909,5,,2,1,1,2,1,5,1,1,1,7,1,1,729.12807283,
83910,5,,2,1,1,2,1,5,1,1,1,3,1,1,831.09323561,
83911,5,,2,1,1,2,1,5,1,1,1,7,1,1,642.08353071,
83912,5,,2,1,1,1,1,1,1,1,1,1,1,1,522.93543408,
83913,5,,2,1,1,1,1,0,2,2,1,1,2,1,511.6904898,
83914,5,,2,1,1,1,1,0,2,2,2,,2,1,427.51440052,
83915,4,,2,1,1,1,1,3,1,1,1,7,1,1,651.64684891,
83916,4,,2,1,1,1,1,1,2,1,1,2,1,1,904.85917163,
83917,4,,2,1,1,1,1,1,2,1,1,2,1,1,1519.6081836,
83918,4,,2,1,1,1,1,1,2,1,1,2,1,1,905.23240696,
83919,4,,2,1,1,1,1,1,2,1,1,2,1,1,946.3697212,
83920,4,,2,1,1,1,1,1,2,1,1,2,1,1,1529.3278151,
83921,4,,2,1,1,1,1,1,2,1,1,2,1,1,864.09509271,
83922,4,,2,1,1,1,1,1,2,1,1,2,1,1,1671.6480911,
83924,4,,2,1,1,3,1,1,2,1,1,7,1,1,649.32948512,
83925,4,,2,1,1,3,1,3,1,1,1,2,1,1,649.32948512,
83926,4,,2,1,1,1,1,1,2,1,1,2,1,1,1024.1804413,
83929,4,,2,3,1,1,1,1,2,2,1,2,1,1,604.8149116,
83930,4,,2,3,1,1,1,1,2,1,1,8,2,1,481.18587075,
83931,4,,2,3,1,1,1,1,2,2,1,8,2,1,518.7793882,
83932,4,,2,3,1,1,1,1,2,2,1,8,1,1,586.94119553,
83933,4,,2,3,1,1,1,1,2,1,1,2,1,1,591.03254848,
83934,4,,2,3,1,1,1,1,2,2,1,8,2,1,591.03254848,
83935,4,,2,3,1,1,1,1,2,2,1,8,1,1,467.40350763,
83936,4,,2,3,1,1,1,1,2,1,1,2,1,1,655.97482204,
83937,4,,2,3,1,1,1,1,2,1,1,8,1,1,518.7793882,
83938,4,,2,3,1,1,1,1,2,1,1,2,1,1,411.46171859,
83939,4,,2,3,1,1,1,3,2,2,1,2,1,1,172.47693969,
83940,4,,2,3,1,1,1,3,2,2,1,8,2,1,179.27991901,
83941,4,,2,3,1,1,1,1,2,1,1,2,1,1,100.36458528,
83942,4,,2,3,1,1,1,2,2,2,1,8,2,1,170.10545357,
83943,4,,2,3,1,1,1,1,2,2,1,8,2,1,174.09981476,
83944,4,,2,3,1,1,1,1,2,1,1,2,1,1,150.35101269,
83945,4,,2,3,1,1,1,1,2,1,1,2,1,1,176.47130088,
83946,4,,2,3,1,1,1,1,2,2,1,8,2,1,170.10545357,
83947,4,,2,3,1,1,1,3,2,2,1,8,2,1,135.46141636,
83948,4,,2,3,1,1,1,1,2,1,1,2,1,1,145.23350023,
83949,4,,2,1,1,2,1,4,1,1,1,3,1,1,904.69112134,
83950,4,,2,1,1,1,1,1,1,1,1,3,1,1,921.35418588,
83951,4,,2,1,1,1,1,2,1,1,1,3,1,1,613.49257475,
83952,4,,2,1,1,1,1,4,1,1,1,3,1,1,669.24715692,
83953,4,,2,1,1,1,1,4,1,1,1,3,1,1,656.70077272,
83954,4,,2,1,1,1,1,4,1,1,1,3,1,1,608.3768409,
83955,4,,2,1,1,1,1,4,1,1,1,3,1,1,608.3768409,
83956,4,,2,1,1,1,1,4,1,1,1,3,1,1,530.15805768,
83957,4,,2,1,1,1,1,4,1,1,1,3,1,1,637.2039818,
83958,4,,2,1,1,1,1,4,1,1,1,3,1,1,779.0802571,
83959,4,,2,1,1,1,1,2,1,1,1,3,1,1,606.72126522,
83960,4,,2,1,1,1,1,2,1,1,1,3,1,1,590.74172737,
83962,4,,2,1,1,2,1,2,1,1,1,3,1,1,751.46717187,
83963,4,,2,1,1,1,1,2,1,1,1,3,1,1,336.19388692,
83964,4,,2,1,1,2,1,2,1,1,1,3,1,1,749.6347281,
83965,4,,2,1,1,2,1,2,1,1,1,3,1,1,646.20794381,
